shipment_id,date,region,warehouse,transport_mode,distance_km,shipment_volume_kg,promised_delivery_days,actual_delivery_days,delay_days,is_delayed,transportation_cost,fuel_surcharge_pct,customer_satisfaction,damaged_or_lost
SHP-01075,2025-03-08,South,WH-Chennai,Road,2744.7,545.2,34.09,34.94,0.85,True,1866.98,8.8,4,0
SHP-00921,2025-03-08,East,WH-Kolkata,Road,1961.1,111.4,19.62,24.97,5.35,True,1047.35,5.1,3,0
SHP-00299,2025-03-09,East,WH-Bhopal,Road,2609.5,244.9,29.55,32.34,2.79,True,1579.73,4.1,4,0
SHP-00920,2025-03-09,East,WH-Kolkata,Air,1711.6,147.3,5.01,5.62,0.61,True,3125.23,11.0,4,0
SHP-00470,2025-03-10,West,WH-Chennai,Sea,2583.3,456.4,13.78,17.46,3.68,True,537.58,3.3,3,0
SHP-01121,2025-03-10,North,WH-Delhi,Road,1238.2,269.7,14.43,17.81,3.38,True,814.61,7.0,3,0
SHP-00814,2025-03-10,South,WH-Mumbai,Sea,2002.5,680.5,10.71,14.04,3.33,True,573.24,2.6,3,0
SHP-00459,2025-03-10,East,WH-Kolkata,Sea,330.5,702.9,2.62,3.17,0.55,True,297.55,8.7,4,0
SHP-01022,2025-03-10,West,WH-Mumbai,Road,2669.2,283.0,28.47,32.4,3.93,True,1534.93,11.8,3,0
SHP-00579,2025-03-10,East,WH-Bhopal,Air,948.5,120.1,3.25,4.16,0.91,True,1771.95,9.4,4,0
SHP-00947,2025-03-11,East,WH-Kolkata,Road,1832.2,528.8,20.65,23.62,2.97,True,1375.5,9.2,4,0
SHP-00628,2025-03-11,South,WH-Mumbai,Rail,2072.0,1042.9,21.08,20.3,-0.78,False,1103.93,10.5,5,0
SHP-00005,2025-03-13,North,WH-Mumbai,Sea,275.1,92.1,2.26,2.9,0.64,True,58.69,7.8,4,0
SHP-00765,2025-03-13,North,WH-Delhi,Road,1228.8,414.1,16.24,17.68,1.44,True,948.91,11.9,4,0
SHP-00859,2025-03-14,Central,WH-Mumbai,Road,1277.2,141.8,13.69,14.78,1.09,True,699.61,3.2,4,0
SHP-00603,2025-03-15,West,WH-Mumbai,Air,1074.5,19.4,3.39,3.97,0.58,True,1738.9,3.2,4,0
SHP-00786,2025-03-16,West,WH-Delhi,Air,780.5,48.3,3.02,2.97,-0.05,False,1380.21,11.9,5,0
SHP-01180,2025-03-16,West,WH-Kolkata,Rail,58.4,101.3,2.05,2.09,0.04,True,74.9,9.3,5,0
SHP-00968,2025-03-16,North,WH-Bhopal,Road,1996.3,234.9,24.72,25.41,0.69,True,1073.2,4.0,5,0
SHP-00536,2025-03-16,Central,WH-Bhopal,Rail,1650.6,198.9,12.12,13.65,1.53,True,626.19,9.6,4,0
SHP-00282,2025-03-16,Central,WH-Mumbai,Rail,1151.9,626.1,8.5,10.39,1.89,True,709.88,6.0,4,0
SHP-01027,2025-03-17,North,WH-Kolkata,Road,1441.2,323.1,13.76,18.1,4.34,True,968.71,9.0,3,0
SHP-00571,2025-03-17,North,WH-Delhi,Air,191.1,38.6,2.03,2.38,0.35,True,415.9,2.3,5,0
SHP-00463,2025-03-17,North,WH-Delhi,Rail,2163.5,443.3,17.29,18.62,1.33,True,958.36,5.9,4,0
SHP-00601,2025-03-17,Central,WH-Mumbai,Road,322.2,201.9,4.26,5.57,1.31,True,390.84,2.4,4,0
SHP-00856,2025-03-19,North,WH-Chennai,Sea,1335.4,636.8,8.55,9.28,0.73,True,443.83,7.7,4,0
SHP-00755,2025-03-19,West,WH-Mumbai,Road,2261.1,392.0,26.03,28.74,2.71,True,1457.28,10.6,4,0
SHP-00888,2025-03-19,Central,WH-Bhopal,Sea,308.3,848.0,2.4,2.79,0.39,True,342.55,6.2,4,0
SHP-01047,2025-03-19,North,WH-Kolkata,Road,2469.8,168.3,25.4,32.38,6.98,True,1466.22,11.2,2,0
SHP-00664,2025-03-21,South,WH-Kolkata,Road,1522.8,591.8,16.32,19.59,3.27,True,1264.23,7.2,4,0
SHP-00104,2025-03-22,West,WH-Bhopal,Road,293.2,101.7,3.66,4.72,1.06,True,318.42,2.4,4,0
SHP-00204,2025-03-22,East,WH-Mumbai,Sea,802.8,1421.0,5.18,6.34,1.16,True,638.39,9.2,4,0
SHP-00061,2025-03-22,North,WH-Chennai,Sea,1250.1,477.0,8.82,9.17,0.35,True,437.28,10.2,4,0
SHP-00806,2025-03-22,West,WH-Bhopal,Road,593.4,528.7,6.82,6.58,-0.24,False,746.74,8.9,5,0
SHP-00711,2025-03-23,Central,WH-Mumbai,Road,2880.8,85.0,30.0,34.52,4.52,True,1432.28,6.1,3,0
SHP-00752,2025-03-24,Central,WH-Mumbai,Sea,930.7,351.7,5.47,6.59,1.12,True,345.49,7.0,4,0
SHP-00932,2025-03-24,West,WH-Mumbai,Road,2095.2,312.2,21.16,25.74,4.58,True,1394.86,3.9,3,0
SHP-01011,2025-03-25,South,WH-Delhi,Road,1165.7,31.8,15.84,15.8,-0.04,False,622.43,11.7,5,0
SHP-00563,2025-03-25,North,WH-Mumbai,Rail,2131.7,674.3,15.86,18.64,2.78,True,1049.92,11.0,3,0
SHP-00754,2025-03-26,North,WH-Bhopal,Road,727.9,113.0,8.58,10.86,2.28,True,482.44,3.7,4,0
SHP-01089,2025-03-27,East,WH-Chennai,Sea,2070.1,281.8,13.63,15.03,1.4,True,522.64,7.2,4,0
SHP-00466,2025-03-27,Central,WH-Chennai,Road,2448.8,193.5,26.72,31.04,4.32,True,1447.17,5.3,3,0
SHP-00912,2025-03-27,North,WH-Bhopal,Rail,2933.4,257.3,19.71,23.97,4.26,True,1066.27,2.1,4,0
SHP-00157,2025-03-27,Central,WH-Delhi,Road,1395.5,730.6,13.23,16.86,3.63,True,1284.71,4.1,3,0
SHP-00012,2025-03-29,West,WH-Bhopal,Road,1926.6,972.6,18.25,24.31,6.06,True,1810.48,2.0,3,0
SHP-00049,2025-03-30,North,WH-Delhi,Air,1589.1,168.3,5.85,5.77,-0.08,False,2870.76,10.6,5,0
SHP-01050,2025-03-30,Central,WH-Bhopal,Road,433.2,460.5,4.54,5.55,1.01,True,597.36,10.4,4,0
SHP-01053,2025-03-30,West,WH-Mumbai,Road,1027.1,591.4,11.53,14.21,2.68,True,1002.14,6.9,4,0
SHP-00454,2025-03-30,West,WH-Delhi,Road,2111.6,588.3,24.27,26.26,1.99,True,1480.72,3.0,4,0
SHP-00692,2025-03-31,East,WH-Delhi,Road,874.4,278.2,10.48,11.93,1.45,True,624.72,10.1,5,1
SHP-00993,2025-03-31,East,WH-Kolkata,Air,1590.3,104.5,4.67,5.5,0.83,True,2769.11,5.9,4,0
SHP-00530,2025-03-31,North,WH-Delhi,Sea,1739.4,356.8,13.11,13.25,0.14,True,466.85,9.0,4,0
SHP-01179,2025-03-31,North,WH-Chennai,Rail,2066.6,604.2,16.66,18.81,2.15,True,960.86,2.1,4,0
SHP-00527,2025-03-31,West,WH-Bhopal,Road,2828.4,295.8,33.9,35.06,1.16,True,1616.62,8.0,4,0
SHP-00634,2025-04-01,South,WH-Chennai,Road,2433.4,36.2,24.43,30.72,6.29,True,1194.73,6.4,2,0
SHP-01150,2025-04-02,West,WH-Bhopal,Air,1970.1,231.4,6.59,6.85,0.26,True,3661.68,7.9,5,0
SHP-00057,2025-04-02,South,WH-Chennai,Rail,2629.5,761.2,22.99,22.57,-0.42,False,1169.69,11.5,5,0
SHP-00844,2025-04-02,West,WH-Bhopal,Road,1155.2,43.3,12.91,16.17,3.26,True,570.92,6.7,3,0
SHP-00436,2025-04-02,North,WH-Chennai,Sea,2952.0,934.4,15.57,17.6,2.03,True,852.36,3.2,4,0
SHP-00389,2025-04-02,Central,WH-Mumbai,Road,314.1,266.5,4.54,4.37,-0.17,False,421.48,3.1,5,0
SHP-00529,2025-04-03,North,WH-Chennai,Air,360.5,62.8,3.85,3.7,-0.15,False,616.85,8.9,4,0
SHP-00837,2025-04-03,North,WH-Mumbai,Road,2001.3,205.6,23.98,24.37,0.39,True,1123.83,7.9,4,0
SHP-01019,2025-04-04,West,WH-Chennai,Road,205.6,59.0,2.98,3.82,0.84,True,112.13,11.6,4,1
SHP-00973,2025-04-04,South,WH-Delhi,Road,1701.6,485.6,22.54,22.96,0.42,True,1307.5,4.1,5,0
SHP-00472,2025-04-04,Central,WH-Bhopal,Sea,552.3,1315.8,3.94,4.19,0.25,True,454.52,10.2,4,0
SHP-01020,2025-04-05,West,WH-Delhi,Sea,1398.0,365.8,9.33,10.12,0.79,True,446.82,9.9,4,0
SHP-00764,2025-04-05,South,WH-Bhopal,Sea,916.2,775.2,7.64,7.67,0.03,True,383.67,10.5,5,1
SHP-01114,2025-04-05,West,WH-Chennai,Road,444.0,259.8,6.0,6.33,0.33,True,494.58,2.6,5,0
SHP-00828,2025-04-05,Central,WH-Delhi,Air,2742.7,126.1,11.59,11.55,-0.04,False,4521.82,7.8,5,1
SHP-00954,2025-04-05,West,WH-Chennai,Road,2748.8,162.0,26.32,34.43,8.11,True,1567.72,5.5,2,0
SHP-00520,2025-04-05,East,WH-Delhi,Road,2630.9,478.0,25.92,33.6,7.68,True,1663.32,10.6,2,0
SHP-00343,2025-04-05,East,WH-Kolkata,Sea,623.9,1168.4,3.38,4.03,0.65,True,529.97,7.5,4,0
SHP-00494,2025-04-06,Central,WH-Kolkata,Road,1490.5,232.7,17.38,21.22,3.84,True,861.29,6.6,3,0
SHP-00144,2025-04-06,North,WH-Mumbai,Road,1852.5,193.7,23.04,24.51,1.47,True,1154.91,5.8,4,0
SHP-00450,2025-04-06,North,WH-Bhopal,Road,1041.7,29.2,13.12,13.16,0.04,True,620.44,6.7,5,0
SHP-00193,2025-04-06,North,WH-Mumbai,Sea,2570.1,808.8,11.6,14.43,2.83,True,751.1,8.8,4,1
SHP-00547,2025-04-06,West,WH-Chennai,Road,860.7,36.5,10.35,11.05,0.7,True,486.85,6.4,4,0
SHP-00321,2025-04-07,West,WH-Kolkata,Road,2497.6,6.1,30.95,32.92,1.97,True,1240.93,8.9,4,0
SHP-00234,2025-04-07,North,WH-Delhi,Rail,1215.1,203.8,10.53,10.84,0.31,True,478.15,9.0,5,0
SHP-01085,2025-04-07,West,WH-Bhopal,Rail,2888.8,241.8,21.93,23.0,1.07,True,1003.42,3.3,4,0
SHP-00738,2025-04-08,East,WH-Delhi,Road,1700.5,158.2,20.51,23.03,2.52,True,938.3,6.3,4,0
SHP-00230,2025-04-08,South,WH-Bhopal,Road,1348.7,541.8,12.5,16.26,3.76,True,1132.89,9.4,4,0
SHP-00793,2025-04-08,West,WH-Chennai,Road,1405.5,435.9,17.93,17.75,-0.18,False,1061.5,4.4,5,0
SHP-00336,2025-04-09,East,WH-Chennai,Road,569.4,92.1,8.82,10.1,1.28,True,348.03,6.2,4,0
SHP-00344,2025-04-09,Central,WH-Mumbai,Road,2208.5,94.2,30.24,29.26,-0.98,False,1165.06,10.3,5,0
SHP-00740,2025-04-09,East,WH-Mumbai,Road,288.8,297.1,4.08,4.45,0.37,True,336.22,5.9,5,0
SHP-00272,2025-04-09,North,WH-Delhi,Sea,239.5,437.4,2.07,2.72,0.65,True,160.6,11.0,4,0
SHP-00257,2025-04-09,North,WH-Kolkata,Road,2302.6,157.4,24.67,29.52,4.85,True,1333.25,11.2,3,0
SHP-00580,2025-04-09,Central,WH-Delhi,Road,569.3,404.7,6.04,7.82,1.78,True,526.67,4.5,3,0
SHP-00545,2025-04-09,West,WH-Mumbai,Rail,1059.0,505.6,8.62,9.62,1.0,True,521.61,4.4,5,0
SHP-00120,2025-04-09,West,WH-Chennai,Rail,1985.8,490.5,15.59,17.28,1.69,True,849.51,11.5,4,0
SHP-00289,2025-04-09,South,WH-Chennai,Rail,496.8,934.7,4.84,4.63,-0.21,False,660.25,3.3,5,0
SHP-00569,2025-04-10,East,WH-Mumbai,Rail,1360.8,633.9,9.7,12.34,2.64,True,732.31,5.6,3,0
SHP-00488,2025-04-10,West,WH-Delhi,Sea,1706.4,957.7,9.62,11.59,1.97,True,696.32,4.3,4,0
SHP-00013,2025-04-10,North,WH-Delhi,Road,1389.9,698.4,17.48,17.17,-0.31,False,1256.66,10.9,5,0
SHP-00478,2025-04-10,West,WH-Mumbai,Road,2860.4,175.5,27.69,35.27,7.58,True,1516.24,7.2,2,0
SHP-01160,2025-04-11,South,WH-Mumbai,Road,919.4,394.9,8.95,11.24,2.29,True,716.71,10.6,4,0
SHP-01014,2025-04-11,West,WH-Bhopal,Road,2560.5,74.5,24.33,32.08,7.75,True,1272.57,7.3,2,0
SHP-00411,2025-04-11,West,WH-Bhopal,Road,591.0,79.6,5.44,6.88,1.44,True,393.63,5.0,4,0
SHP-00934,2025-04-11,Central,WH-Bhopal,Rail,2488.0,919.6,17.8,19.91,2.11,True,1221.12,7.7,4,0
SHP-00202,2025-04-11,West,WH-Chennai,Road,1645.2,343.2,17.22,20.14,2.92,True,1043.75,3.0,4,0
SHP-00126,2025-04-11,South,WH-Delhi,Sea,2679.0,148.0,16.86,17.19,0.33,True,504.92,2.6,5,1
SHP-00510,2025-04-11,North,WH-Delhi,Road,1183.3,613.0,15.98,16.03,0.05,True,1113.6,9.0,5,0
SHP-00417,2025-04-13,North,WH-Delhi,Road,66.1,49.0,1.48,1.71,0.23,True,90.13,9.5,4,0
SHP-00001,2025-04-13,North,WH-Delhi,Sea,963.7,980.2,7.86,7.65,-0.21,False,538.22,9.6,4,0
SHP-00787,2025-04-13,North,WH-Bhopal,Rail,1544.0,275.1,12.92,13.39,0.47,True,554.06,11.1,4,0
SHP-00008,2025-04-13,Central,WH-Bhopal,Rail,58.6,242.3,1.6,1.85,0.25,True,120.41,10.9,5,0
SHP-01057,2025-04-14,East,WH-Kolkata,Sea,1622.0,1040.9,9.01,10.62,1.61,True,571.12,3.4,4,0
SHP-00369,2025-04-14,South,WH-Kolkata,Sea,2179.3,1040.9,12.93,13.52,0.59,True,744.91,6.5,5,0
SHP-01070,2025-04-14,North,WH-Chennai,Rail,1149.2,181.4,9.7,9.35,-0.35,False,487.17,6.8,4,1
SHP-01071,2025-04-14,South,WH-Chennai,Rail,729.5,795.8,5.74,7.04,1.3,True,726.92,4.2,4,0
SHP-01137,2025-04-14,South,WH-Kolkata,Rail,422.3,388.9,5.11,5.98,0.87,True,272.5,7.1,4,0
SHP-01140,2025-04-14,West,WH-Bhopal,Rail,1466.3,491.9,10.55,13.46,2.91,True,635.71,7.6,3,0
SHP-00284,2025-04-14,West,WH-Bhopal,Road,262.3,294.0,3.79,3.65,-0.14,False,284.02,10.4,4,0
SHP-00532,2025-04-15,North,WH-Chennai,Sea,2574.0,1034.6,14.39,16.85,2.46,True,790.46,7.8,4,0
SHP-00739,2025-04-15,East,WH-Chennai,Road,92.9,524.2,2.75,2.63,-0.12,False,500.24,5.6,4,0
SHP-00429,2025-04-16,East,WH-Chennai,Road,625.6,438.3,7.36,8.72,1.36,True,636.6,4.2,4,0
SHP-00804,2025-04-16,East,WH-Kolkata,Sea,2571.5,734.7,16.75,17.41,0.66,True,780.36,2.6,4,0
SHP-01149,2025-04-16,South,WH-Bhopal,Air,1877.1,56.2,8.29,8.05,-0.24,False,2971.4,4.2,5,0
SHP-00066,2025-04-16,Central,WH-Chennai,Road,1596.3,144.4,20.01,20.8,0.79,True,911.71,4.8,5,0
SHP-00004,2025-04-17,Central,WH-Chennai,Road,1235.3,23.7,14.94,14.59,-0.35,False,550.8,6.3,4,0
SHP-00868,2025-04-17,North,WH-Mumbai,Road,1471.3,381.7,19.84,20.12,0.28,True,1036.78,8.8,5,0
SHP-00166,2025-04-18,West,WH-Mumbai,Sea,568.6,343.5,3.81,4.22,0.41,True,139.45,5.3,4,0
SHP-00415,2025-04-18,West,WH-Chennai,Rail,1585.3,169.8,13.61,14.14,0.53,True,593.7,11.4,4,0
SHP-00587,2025-04-19,North,WH-Kolkata,Road,2648.6,328.9,31.88,34.66,2.78,True,1596.24,7.4,4,0
SHP-00923,2025-04-19,North,WH-Kolkata,Road,478.1,763.6,6.58,6.34,-0.24,False,897.84,8.8,4,0
SHP-01162,2025-04-20,North,WH-Chennai,Road,710.3,341.2,9.83,10.86,1.03,True,559.99,5.9,5,0
SHP-01079,2025-04-21,South,WH-Bhopal,Road,780.3,216.3,10.54,11.88,1.34,True,542.85,9.4,4,0
SHP-00925,2025-04-21,North,WH-Chennai,Sea,2908.0,1411.0,16.59,18.8,2.21,True,979.18,6.4,4,0
SHP-00823,2025-04-21,Central,WH-Kolkata,Sea,2056.7,979.2,13.03,13.44,0.41,True,645.95,5.1,4,0
SHP-01139,2025-04-21,Central,WH-Kolkata,Air,1737.6,219.3,5.34,7.04,1.7,True,3296.23,9.4,4,1
SHP-00897,2025-04-21,South,WH-Kolkata,Air,1444.8,335.0,5.05,5.38,0.33,True,3068.94,4.1,4,0
SHP-00927,2025-04-21,West,WH-Kolkata,Rail,2379.8,587.1,19.32,20.78,1.46,True,978.41,2.6,4,1
SHP-00929,2025-04-21,South,WH-Kolkata,Sea,1069.9,1373.5,6.74,7.63,0.89,True,634.23,2.5,4,0
SHP-00262,2025-04-22,Central,WH-Chennai,Rail,2649.0,315.6,17.23,20.72,3.49,True,976.79,5.6,3,0
SHP-00948,2025-04-22,East,WH-Chennai,Road,2810.7,331.7,35.96,35.71,-0.25,False,1691.76,6.9,5,0
SHP-00779,2025-04-22,East,WH-Bhopal,Road,844.6,578.2,9.7,10.46,0.76,True,886.77,3.4,4,0
SHP-00288,2025-04-22,South,WH-Delhi,Road,1237.1,159.7,16.14,15.5,-0.64,False,762.32,10.4,5,0
SHP-00989,2025-04-23,West,WH-Chennai,Rail,216.6,318.9,2.29,3.03,0.74,True,264.88,8.8,5,0
SHP-00206,2025-04-23,East,WH-Bhopal,Road,1661.9,533.6,20.12,21.45,1.33,True,1253.14,6.5,4,0
SHP-00203,2025-04-23,South,WH-Bhopal,Rail,2905.5,830.8,21.61,23.38,1.77,True,1341.38,7.2,4,0
SHP-00196,2025-04-23,West,WH-Bhopal,Rail,366.9,294.4,4.74,4.57,-0.17,False,192.78,9.6,5,0
SHP-00877,2025-04-23,North,WH-Delhi,Rail,1227.4,464.5,7.22,9.27,2.05,True,617.17,3.4,4,0
SHP-00283,2025-04-23,Central,WH-Delhi,Rail,2026.4,744.5,14.99,17.73,2.74,True,911.15,3.0,4,1
SHP-00201,2025-04-23,East,WH-Bhopal,Air,1344.1,210.7,4.58,5.09,0.51,True,2628.83,3.6,5,0
SHP-00535,2025-04-24,North,WH-Delhi,Road,2043.1,282.5,19.2,24.51,5.31,True,1254.63,5.5,2,0
SHP-00362,2025-04-24,North,WH-Kolkata,Road,2532.0,278.6,31.04,32.26,1.22,True,1487.57,3.5,4,0
SHP-01115,2025-04-25,Central,WH-Chennai,Road,966.2,191.0,11.38,12.9,1.52,True,699.8,12.0,4,0
SHP-00531,2025-04-25,Central,WH-Delhi,Road,1526.7,137.5,15.32,19.37,4.05,True,822.01,5.2,3,0
SHP-00281,2025-04-26,Central,WH-Kolkata,Sea,914.1,180.4,7.0,7.36,0.36,True,219.45,3.0,5,0
SHP-00346,2025-04-26,Central,WH-Kolkata,Rail,2574.1,497.5,20.29,22.75,2.46,True,1173.18,3.0,3,0
SHP-00178,2025-04-26,East,WH-Delhi,Road,832.0,64.9,8.6,10.94,2.34,True,407.77,11.1,3,0
SHP-00440,2025-04-27,East,WH-Chennai,Air,2544.4,174.6,8.68,8.68,0.0,False,4383.3,3.5,5,0
SHP-01173,2025-04-27,Central,WH-Mumbai,Road,730.7,284.0,8.23,10.05,1.82,True,542.43,4.5,4,0
SHP-00654,2025-04-27,North,WH-Bhopal,Road,1562.2,70.1,16.82,19.97,3.15,True,875.07,2.9,4,0
SHP-00972,2025-04-28,West,WH-Kolkata,Road,1845.3,186.6,19.86,22.99,3.13,True,1032.81,10.8,4,0
SHP-00983,2025-04-28,East,WH-Kolkata,Rail,350.8,1335.2,3.28,4.09,0.81,True,744.83,8.8,4,0
SHP-00770,2025-04-28,East,WH-Bhopal,Rail,827.6,503.8,7.82,8.15,0.33,True,480.89,2.4,5,0
SHP-00452,2025-04-28,North,WH-Mumbai,Road,109.1,128.4,2.65,3.41,0.76,True,193.58,2.1,5,0
SHP-01096,2025-04-28,West,WH-Chennai,Rail,972.6,729.0,6.49,8.59,2.1,True,628.79,7.4,4,0
SHP-00906,2025-04-29,East,WH-Bhopal,Road,362.1,136.4,4.3,4.48,0.18,True,251.33,6.2,4,0
SHP-00722,2025-04-29,North,WH-Bhopal,Road,2427.3,214.7,29.47,29.65,0.18,True,1371.09,3.3,4,0
SHP-00433,2025-04-30,West,WH-Delhi,Sea,1516.9,466.1,7.74,9.82,2.08,True,523.14,4.9,4,0
SHP-00279,2025-04-30,South,WH-Kolkata,Road,2414.8,162.4,27.25,29.41,2.16,True,1299.98,2.4,4,0
SHP-00863,2025-05-01,South,WH-Mumbai,Road,1714.4,274.1,16.38,20.76,4.38,True,1046.33,9.6,3,0
SHP-00177,2025-05-01,North,WH-Kolkata,Air,1423.2,114.4,6.59,6.68,0.09,True,2435.18,4.0,5,0
SHP-00689,2025-05-02,West,WH-Chennai,Road,321.4,479.7,3.26,3.62,0.36,True,532.96,4.9,4,0
SHP-00009,2025-05-02,East,WH-Mumbai,Road,77.8,314.5,2.66,3.04,0.38,True,310.83,11.8,4,0
SHP-00446,2025-05-02,East,WH-Bhopal,Sea,2511.6,1399.7,15.38,15.32,-0.06,False,983.37,7.2,4,0
SHP-00840,2025-05-02,West,WH-Chennai,Road,905.1,106.9,11.08,11.66,0.58,True,485.9,5.3,4,0
SHP-00612,2025-05-02,East,WH-Bhopal,Road,2664.8,480.4,35.21,34.48,-0.73,False,1729.77,10.2,4,0
SHP-00592,2025-05-02,East,WH-Chennai,Rail,2529.8,750.5,18.68,20.59,1.91,True,1128.22,2.4,4,0
SHP-00225,2025-05-03,South,WH-Chennai,Rail,215.2,297.3,2.51,2.45,-0.06,False,177.18,8.3,4,0
SHP-01093,2025-05-03,East,WH-Chennai,Sea,1474.0,240.7,8.57,9.84,1.27,True,364.8,9.1,5,0
SHP-00236,2025-05-04,South,WH-Bhopal,Rail,2947.3,548.4,21.26,25.29,4.03,True,1171.22,10.7,3,0
SHP-00428,2025-05-04,East,WH-Kolkata,Road,2509.0,784.1,28.82,30.85,2.03,True,1888.34,6.6,4,0
SHP-00400,2025-05-05,North,WH-Kolkata,Road,1359.4,565.7,13.75,17.02,3.27,True,1095.43,6.3,3,0
SHP-01061,2025-05-05,East,WH-Kolkata,Road,2344.2,102.9,26.38,31.44,5.06,True,1287.28,4.7,3,0
SHP-00819,2025-05-06,South,WH-Mumbai,Road,1262.9,184.6,17.82,17.09,-0.73,False,747.65,11.1,4,0
SHP-00639,2025-05-06,West,WH-Chennai,Road,2557.3,75.7,27.22,32.19,4.97,True,1462.13,2.4,3,0
SHP-00214,2025-05-06,West,WH-Chennai,Air,1135.2,93.6,4.5,5.4,0.9,True,1973.24,2.5,4,0
SHP-00451,2025-05-06,South,WH-Bhopal,Road,960.0,164.9,13.38,14.05,0.67,True,630.29,11.3,5,0
SHP-00913,2025-05-06,North,WH-Kolkata,Rail,160.2,1711.8,2.5,3.14,0.64,True,863.94,6.9,4,0
SHP-00644,2025-05-06,North,WH-Delhi,Road,2030.1,115.5,26.06,25.27,-0.79,False,1181.31,10.1,5,0
SHP-01148,2025-05-07,East,WH-Chennai,Road,2960.8,340.6,36.02,36.68,0.66,True,1827.16,5.2,4,0
SHP-00883,2025-05-07,South,WH-Mumbai,Air,1462.0,37.6,4.76,5.08,0.32,True,2411.93,3.1,5,0
SHP-00443,2025-05-07,East,WH-Kolkata,Sea,2709.3,827.1,16.99,18.1,1.11,True,700.91,7.6,4,0
SHP-00366,2025-05-07,West,WH-Mumbai,Rail,2689.9,291.9,18.12,23.52,5.4,True,937.38,11.0,2,0
SHP-01185,2025-05-08,South,WH-Chennai,Road,1333.9,235.5,18.35,18.66,0.31,True,808.27,11.4,5,0
SHP-00171,2025-05-08,North,WH-Bhopal,Air,2284.4,50.5,9.72,9.42,-0.3,False,3631.27,5.2,5,1
SHP-00352,2025-05-08,East,WH-Kolkata,Road,1296.5,380.9,16.33,16.31,-0.02,False,1017.95,4.7,5,0
SHP-00305,2025-05-08,South,WH-Kolkata,Sea,2241.4,1144.7,14.02,14.9,0.88,True,811.71,4.0,4,0
SHP-00249,2025-05-08,Central,WH-Kolkata,Road,2692.2,300.1,26.76,35.14,8.38,True,1600.13,5.4,2,0
SHP-00100,2025-05-09,East,WH-Delhi,Sea,2330.0,2146.4,16.64,17.22,0.58,True,1094.84,11.8,5,0
SHP-00444,2025-05-09,North,WH-Delhi,Road,1694.4,118.3,18.88,21.06,2.18,True,916.31,4.2,5,0
SHP-00253,2025-05-09,East,WH-Chennai,Road,137.7,213.1,1.62,2.11,0.49,True,166.33,2.9,4,0
SHP-01010,2025-05-10,East,WH-Bhopal,Road,1852.2,302.4,19.87,23.05,3.18,True,1098.48,10.1,4,0
SHP-00215,2025-05-10,Central,WH-Chennai,Sea,471.3,600.8,3.16,3.8,0.64,True,256.8,3.1,5,0
SHP-00208,2025-05-10,North,WH-Chennai,Air,1062.4,110.3,5.19,5.54,0.35,True,2008.05,7.2,4,0
SHP-01113,2025-05-10,East,WH-Kolkata,Rail,2382.3,171.2,19.97,20.65,0.68,True,869.58,3.3,5,0
SHP-00016,2025-05-11,North,WH-Bhopal,Rail,2990.6,232.3,25.03,26.04,1.01,True,1173.51,4.3,4,0
SHP-00127,2025-05-11,West,WH-Chennai,Rail,1541.7,177.9,11.17,11.68,0.51,True,587.26,7.4,5,0
SHP-00042,2025-05-11,West,WH-Mumbai,Road,1337.9,217.2,15.94,17.45,1.51,True,786.47,9.9,4,0
SHP-00276,2025-05-11,East,WH-Mumbai,Road,1976.9,439.5,23.34,24.53,1.19,True,1360.45,8.5,4,0
SHP-01049,2025-05-12,West,WH-Bhopal,Rail,760.6,722.1,7.48,7.51,0.03,True,476.87,11.5,5,0
SHP-00626,2025-05-12,North,WH-Bhopal,Road,403.7,247.3,6.93,7.63,0.7,True,426.02,10.6,4,0
SHP-01145,2025-05-13,North,WH-Chennai,Road,107.5,287.9,2.4,2.72,0.32,True,302.8,5.9,5,0
SHP-00745,2025-05-13,Central,WH-Mumbai,Sea,1607.1,1137.8,9.34,12.12,2.78,True,543.08,6.6,4,0
SHP-00850,2025-05-13,West,WH-Mumbai,Air,2340.6,78.6,7.75,8.8,1.05,True,3837.74,3.7,5,0
SHP-00593,2025-05-13,East,WH-Mumbai,Road,1445.0,69.1,15.5,18.97,3.47,True,697.93,4.4,3,0
SHP-00807,2025-05-13,North,WH-Chennai,Air,1338.7,73.4,3.9,4.31,0.41,True,2278.36,11.1,4,0
SHP-00981,2025-05-13,North,WH-Mumbai,Road,1068.8,327.7,10.91,11.18,0.27,True,757.52,6.0,4,0
SHP-00971,2025-05-14,West,WH-Mumbai,Road,2744.2,284.5,29.36,33.29,3.93,True,1664.71,4.0,3,0
SHP-01074,2025-05-14,South,WH-Bhopal,Road,994.5,234.2,13.01,13.2,0.19,True,628.55,6.1,5,0
SHP-00163,2025-05-14,Central,WH-Bhopal,Road,1482.2,272.0,17.56,18.63,1.07,True,986.77,11.1,4,0
SHP-01128,2025-05-14,South,WH-Kolkata,Road,1129.5,104.0,12.95,13.77,0.82,True,622.05,6.8,4,0
SHP-00655,2025-05-14,East,WH-Bhopal,Sea,2806.1,432.2,16.54,19.02,2.48,True,642.11,2.6,4,0
SHP-00111,2025-05-15,East,WH-Bhopal,Road,1684.7,556.6,19.64,22.24,2.6,True,1283.29,4.7,3,0
SHP-00044,2025-05-15,North,WH-Delhi,Sea,1377.7,440.7,9.5,9.4,-0.1,False,283.86,8.8,4,0
